# 1. proc label     2. energy            3. bias correction   4. time
              0    -8.913970404490e-01   2.803726337915e-04   2.944912e+04
              1    -8.653607749833e-01   2.829462550629e-04   2.446513e+04
              2    -8.658788391125e-01   2.309425115941e-04   2.717706e+04
              3    -8.656296490460e-01   2.870398505860e-04   2.509811e+04
              4    -8.456396390333e-01   2.254812384168e-04   2.584071e+04
              5    -8.677203222409e-01   2.423555853324e-04   2.571267e+04
              6    -8.915684454411e-01   2.238878065374e-04   2.779194e+04
              7    -8.801410659172e-01   2.969367507435e-04   2.445774e+04
              8    -8.918448024825e-01   2.460422293036e-04   2.596157e+04
              9    -8.479670811044e-01   1.990266462811e-04   2.192165e+04
             10    -9.139051507287e-01   2.473669487293e-04   2.539417e+04
             11    -8.610520526148e-01   2.330257246514e-04   2.718336e+04
             12    -8.839929272855e-01   2.159450529580e-04   2.732817e+04
             13    -8.746967346079e-01   2.240752324647e-04   2.512530e+04
             14    -8.631999957082e-01   2.119753977882e-04   2.795254e+04
             15    -8.767503101447e-01   2.409881774749e-04   2.874448e+04
             16    -8.750632423289e-01   2.824321017238e-04   2.648964e+04
             17    -8.766691977976e-01   2.308418742668e-04   2.726889e+04
             18    -8.809364525603e-01   2.320217918222e-04   2.606787e+04
             19    -8.559127363565e-01   2.249884155415e-04   2.527127e+04
             20    -8.739244888417e-01   2.472598747834e-04   2.636866e+04
             21    -8.777612858476e-01   2.044225409674e-04   2.683156e+04
             22    -8.614379598763e-01   2.223296971871e-04   2.670363e+04
             23    -8.628405847294e-01   2.428212084188e-04   2.452709e+04
             24    -8.671915347720e-01   2.607598007734e-04   2.916325e+04
             25    -8.836325752706e-01   3.157889956407e-04   2.422586e+04
             26    -8.605373330293e-01   2.037367559073e-04   2.263845e+04
             27    -8.716244716226e-01   2.216318997204e-04   2.167365e+04
             28    -8.717896057587e-01   2.492914211295e-04   2.543460e+04
             29    -8.686799868194e-01   2.427647016554e-04   2.651038e+04
             30    -8.979242612272e-01   2.156214113333e-04   2.820845e+04
             31    -8.471244535161e-01   2.290509221956e-04   2.615113e+04
             32    -9.062191180823e-01   2.140367817323e-04   2.903663e+04
             33    -8.547569704014e-01   2.895053088537e-04   2.483020e+04
             34    -8.484009922615e-01   2.059252975644e-04   2.611014e+04
             35    -8.597510761842e-01   2.230478809914e-04   2.978976e+04
             36    -8.831513041215e-01   2.378560241009e-04   2.723625e+04
             37    -8.607773233939e-01   2.229236817903e-04   2.546214e+04
             38    -8.839337782022e-01   2.893603110145e-04   2.766946e+04
             39    -8.873584395482e-01   3.701225349422e-04   2.691647e+04
             40    -8.718273570785e-01   2.608239909578e-04   2.620461e+04
             41    -8.736625632522e-01   2.246378640957e-04   2.548596e+04
             42    -8.905757844337e-01   2.123106054475e-04   2.482497e+04
             43    -8.816535568054e-01   2.478375071483e-04   2.642932e+04
             44    -8.568581789066e-01   2.317672063100e-04   2.734292e+04
             45    -8.580314527876e-01   2.144550631103e-04   2.337802e+04
             46    -8.812264140672e-01   2.619398002557e-04   2.449519e+04
             47    -8.910945234561e-01   2.780248240609e-04   2.837733e+04
             48    -8.522478558315e-01   2.154665497414e-04   2.364862e+04
             49    -8.895246625163e-01   2.551875749362e-04   2.485898e+04
             50    -8.639404420633e-01   2.335932654409e-04   2.479376e+04
             51    -8.687984295711e-01   2.062276025132e-04   2.599402e+04
             52    -8.642283542754e-01   2.201696439048e-04   2.637060e+04
             53    -8.488761309889e-01   2.590213239066e-04   2.473707e+04
             54    -8.678821223284e-01   2.373774604665e-04   2.648751e+04
             55    -8.394400174773e-01   2.569052591219e-04   2.338737e+04
             56    -8.762878510031e-01   2.556597467053e-04   2.757378e+04
             57    -8.823550347897e-01   2.379539557872e-04   2.690699e+04
             58    -8.800708300969e-01   2.012700502743e-04   2.657684e+04
             59    -8.535353160439e-01   2.276812307820e-04   2.522476e+04
