# 1. proc label     2. energy            3. bias correction   4. niters  5. time
102.95793650793651    -9.237583632060e-01   3.410073262081e-04   1.0296e+02   9.2525e+04
102.71190476190476    -9.118677216098e-01   3.289826305878e-04   1.0271e+02   8.5874e+04
102.60952380952381    -8.942685404962e-01   3.730151894597e-04   1.0261e+02   8.4403e+04
103.06269841269841    -9.123247870331e-01   3.644017113859e-04   1.0306e+02   9.3173e+04
104.28333333333333    -9.227222723110e-01   4.127820483330e-04   1.0428e+02   9.4114e+04
103.72063492063492    -9.308586638864e-01   3.488300526158e-04   1.0372e+02   9.0871e+04
104.98333333333333    -9.425142111018e-01   3.966769612015e-04   1.0498e+02   9.4016e+04
104.53095238095239    -9.206309814918e-01   2.916665461451e-04   1.0453e+02   9.4888e+04
102.7063492063492    -9.079090830468e-01   3.551128401236e-04   1.0271e+02   8.9977e+04
103.91269841269842    -9.090583310795e-01   2.815892944623e-04   1.0391e+02   8.4238e+04
103.15238095238095    -9.185470945141e-01   3.769576957784e-04   1.0315e+02   9.1566e+04
103.50714285714285    -9.099347455981e-01   3.701433294356e-04   1.0351e+02   9.0732e+04
103.57698412698413    -9.131857738014e-01   3.655378551610e-04   1.0358e+02   9.1178e+04
104.11984126984127    -9.136941897256e-01   3.550181222924e-04   1.0412e+02   8.8110e+04
102.54523809523809    -9.212468336007e-01   5.070160759815e-04   1.0255e+02   9.3997e+04
104.02619047619048    -9.175185000552e-01   3.794737456835e-04   1.0403e+02   9.5210e+04
103.9888888888889    -9.103616771829e-01   3.347559711620e-04   1.0399e+02   8.5813e+04
104.42619047619047    -9.160022324645e-01   3.689941357762e-04   1.0443e+02   9.2751e+04
104.62142857142857    -9.087018060773e-01   3.221291152797e-04   1.0462e+02   8.9309e+04
103.82063492063492    -9.249927755985e-01   3.576787815726e-04   1.0382e+02   8.7106e+04
103.1484126984127    -9.131023952513e-01   3.609434802354e-04   1.0315e+02   9.1339e+04
104.20396825396826    -8.952669049210e-01   3.690618016270e-04   1.0420e+02   8.9509e+04
104.18174603174603    -9.183094533163e-01   3.352887807771e-04   1.0418e+02   8.2287e+04
104.28253968253968    -9.299752645804e-01   3.772482771475e-04   1.0428e+02   9.0492e+04
104.11904761904762    -9.187683998884e-01   3.344013755291e-04   1.0412e+02   9.2455e+04
103.36746031746031    -9.118500906728e-01   4.185161700780e-04   1.0337e+02   8.2366e+04
102.91428571428571    -9.116338702292e-01   5.078773759984e-04   1.0291e+02   8.4083e+04
102.09444444444445    -9.090369818300e-01   3.845213884172e-04   1.0209e+02   8.4825e+04
102.39126984126985    -9.054445745930e-01   4.818843510370e-04   1.0239e+02   9.0304e+04
104.93888888888888    -9.402855121315e-01   2.830307211550e-04   1.0494e+02   8.8707e+04
103.74603174603175    -8.977222544832e-01   3.467468094094e-04   1.0375e+02   8.5917e+04
103.32063492063492    -9.164953611731e-01   3.413296672757e-04   1.0332e+02   8.8068e+04
104.08492063492064    -9.133110549662e-01   3.493679111771e-04   1.0408e+02   8.7705e+04
103.78015873015873    -9.246305507204e-01   3.548783595731e-04   1.0378e+02   9.0436e+04
104.56904761904762    -9.385755905853e-01   3.487053463426e-04   1.0457e+02   9.6478e+04
105.4031746031746    -9.294499002487e-01   3.962963925630e-04   1.0540e+02   8.9772e+04
102.91190476190476    -9.191729495145e-01   3.051749338103e-04   1.0291e+02   8.9486e+04
105.89444444444445    -9.121723470061e-01   3.534418661773e-04   1.0589e+02   9.2093e+04
103.35079365079365    -9.279340965911e-01   3.971121280427e-04   1.0335e+02   9.1365e+04
103.59285714285714    -9.181896763541e-01   3.831996003466e-04   1.0359e+02   9.5593e+04
103.1515873015873    -9.149081137629e-01   3.474613096701e-04   1.0315e+02   8.3191e+04
         103.45    -9.133125701230e-01   3.604873404903e-04   1.0345e+02   9.0235e+04
103.75952380952381    -9.266863778954e-01   3.588086692288e-04   1.0376e+02   9.0730e+04
103.73809523809524    -9.181997092512e-01   3.692942346635e-04   1.0374e+02   8.7143e+04
102.01269841269841    -8.936349217972e-01   3.009565036702e-04   1.0201e+02   8.5399e+04
103.08095238095238    -8.955426807505e-01   3.748609053816e-04   1.0308e+02   9.2437e+04
103.70079365079366    -9.273297993609e-01   4.471597482689e-04   1.0370e+02   9.0515e+04
102.83650793650794    -9.130127308111e-01   3.849787450363e-04   1.0284e+02   8.3451e+04
102.74126984126984    -9.090888137436e-01   2.999706083701e-04   1.0274e+02   8.5750e+04
102.13253968253969    -9.070451301558e-01   2.617642909684e-04   1.0213e+02   8.8755e+04
101.42936507936508    -9.107554236429e-01   3.258491969559e-04   1.0143e+02   8.6080e+04
103.79444444444445    -9.196889485037e-01   3.959674841818e-04   1.0379e+02   9.4155e+04
103.03333333333333    -9.076150368420e-01   4.112523539025e-04   1.0303e+02   9.3851e+04
103.6452380952381    -9.171675033571e-01   3.259373448013e-04   1.0365e+02   8.4085e+04
104.63333333333334    -9.219409865537e-01   3.309406644788e-04   1.0463e+02   9.6712e+04
104.28174603174604    -9.075929887648e-01   2.787420843808e-04   1.0428e+02   8.2960e+04
103.46904761904761    -9.292791930063e-01   3.774794325728e-04   1.0347e+02   9.2258e+04
104.56111111111112    -9.399897525966e-01   3.228649277312e-04   1.0456e+02   9.3291e+04
103.40555555555555    -8.957164309126e-01   2.973750537497e-04   1.0341e+02   8.8283e+04
104.70793650793651    -9.349784996721e-01   4.045957902926e-04   1.0471e+02   9.5507e+04
102.84206349206349    -9.180889932290e-01   3.754451353500e-04   1.0284e+02   9.4652e+04
104.79603174603174    -9.292184691390e-01   2.799758816655e-04   1.0480e+02   9.5557e+04
104.2388888888889    -9.254252521672e-01   3.908145465885e-04   1.0424e+02   9.1562e+04
103.9095238095238    -9.214911198362e-01   3.516611646259e-04   1.0391e+02   9.1122e+04
103.79444444444445    -9.210220291892e-01   3.257246611877e-04   1.0379e+02   8.8068e+04
103.18174603174603    -9.053390525986e-01   4.316150684575e-04   1.0318e+02   9.2649e+04
103.99365079365079    -9.166586267226e-01   4.398250305468e-04   1.0399e+02   9.4369e+04
102.47777777777777    -9.350812986084e-01   3.245703824384e-04   1.0248e+02   8.7316e+04
102.23809523809524    -9.275252783652e-01   3.149070008894e-04   1.0224e+02   9.3495e+04
102.9888888888889    -9.150175560514e-01   2.856896777055e-04   1.0299e+02   8.8892e+04
103.55714285714286    -9.399790344371e-01   4.557841659041e-04   1.0356e+02   9.5527e+04
103.9095238095238    -9.154118792939e-01   3.164685447123e-04   1.0391e+02   9.3456e+04
103.69365079365079    -9.057854433566e-01   3.086134473068e-04   1.0369e+02   9.6832e+04
103.83571428571429    -9.015788911276e-01   3.026120470160e-04   1.0384e+02   9.5388e+04
104.53809523809524    -9.128550258202e-01   2.819488376984e-04   1.0454e+02   9.6717e+04
102.0984126984127    -9.195958658391e-01   3.068879172580e-04   1.0210e+02   8.6831e+04
104.41349206349206    -9.407495389109e-01   4.367515462725e-04   1.0441e+02   9.3804e+04
103.69365079365079    -9.181663999603e-01   3.099157019017e-04   1.0369e+02   9.4591e+04
103.29920634920634    -9.157466004437e-01   3.533481715599e-04   1.0330e+02   8.8606e+04
103.73333333333333    -9.260822371831e-01   3.369019988943e-04   1.0373e+02   9.1985e+04
104.28809523809524    -9.092465944458e-01   3.349585077436e-04   1.0429e+02   9.1719e+04
103.54126984126984    -9.150853847305e-01   4.122635447611e-04   1.0354e+02   9.2000e+04
105.28174603174604    -9.199571718365e-01   3.655423913203e-04   1.0528e+02   9.7990e+04
103.86587301587302    -9.269714315936e-01   4.300464013677e-04   1.0387e+02   9.7685e+04
104.23015873015873    -9.396316349713e-01   4.198800540166e-04   1.0423e+02   9.2287e+04
103.76587301587301    -8.997410083728e-01   3.417574459596e-04   1.0377e+02   9.3580e+04
103.5952380952381    -9.294900307921e-01   3.985434522733e-04   1.0360e+02   9.2104e+04
105.17619047619047    -9.323240724791e-01   3.575955117398e-04   1.0518e+02   9.4279e+04
101.86428571428571    -9.348098878041e-01   4.179360984804e-04   1.0186e+02   8.8522e+04
102.76031746031747    -9.175811186094e-01   3.442609236267e-04   1.0276e+02   9.2521e+04
102.82777777777778    -9.104181508981e-01   3.296692784407e-04   1.0283e+02   8.9343e+04
105.78174603174604    -9.320511887356e-01   2.995695237698e-04   1.0578e+02   9.3124e+04
104.31349206349206    -9.381633576382e-01   4.506484958274e-04   1.0431e+02   9.5615e+04
103.23253968253968    -9.108961148427e-01   4.477375290100e-04   1.0323e+02   8.5945e+04
102.8436507936508    -9.202061059424e-01   3.723699394619e-04   1.0284e+02   9.7866e+04
103.3626984126984    -9.079192449131e-01   3.491291055772e-04   1.0336e+02   8.7760e+04
105.60238095238095    -9.533826305574e-01   3.570042879441e-04   1.0560e+02   9.2714e+04
103.63333333333334    -9.212931044682e-01   3.481475401177e-04   1.0363e+02   9.6568e+04
104.81587301587301    -9.276413487715e-01   3.360449654392e-04   1.0482e+02   9.0664e+04
102.0984126984127    -9.188940613597e-01   3.090896777047e-04   1.0210e+02   8.1889e+04
103.9031746031746    -9.245782267460e-01   2.606022634566e-04   1.0390e+02   8.5914e+04
103.97857142857143    -8.945720585363e-01   3.052278422353e-04   1.0398e+02   9.2864e+04
104.5468253968254    -9.203783853400e-01   3.922645999494e-04   1.0455e+02   9.3406e+04
104.60079365079365    -9.429616275287e-01   4.221332725945e-04   1.0460e+02   8.5799e+04
102.64126984126985    -9.290813286485e-01   4.359902481503e-04   1.0264e+02   1.0027e+05
          105.1    -9.249760618636e-01   4.304564755675e-04   1.0510e+02   9.0594e+04
102.76507936507936    -9.205345277940e-01   4.032446928849e-04   1.0277e+02   9.3780e+04
103.72301587301587    -8.983512250196e-01   4.535801994501e-04   1.0372e+02   8.7307e+04
104.44603174603175    -9.128539909613e-01   3.313344573887e-04   1.0445e+02   8.5511e+04
105.23015873015873    -9.387701592133e-01   3.494233926366e-04   1.0523e+02   9.2969e+04
102.89126984126985    -9.244239454868e-01   3.375668548962e-04   1.0289e+02   9.2927e+04
104.7063492063492    -9.330940009661e-01   3.609107083528e-04   1.0471e+02   9.3580e+04
103.19761904761904    -9.040887625084e-01   3.630321201887e-04   1.0320e+02   9.4623e+04
103.64126984126985    -9.424496576342e-01   3.512920090154e-04   1.0364e+02   9.0911e+04
102.87539682539682    -9.238314219855e-01   3.927015097905e-04   1.0288e+02   8.8648e+04
103.72857142857143    -9.217149005258e-01   4.243787955950e-04   1.0373e+02   8.8729e+04
104.78253968253968    -9.176438445915e-01   3.402997697065e-04   1.0478e+02   9.0373e+04
103.04047619047618    -9.196081323895e-01   3.933731133142e-04   1.0304e+02   9.2335e+04
104.27301587301588    -9.112144101450e-01   2.879770110656e-04   1.0427e+02   9.4995e+04
103.28253968253968    -9.150761269089e-01   3.609435150017e-04   1.0328e+02   8.5478e+04
103.63095238095238    -9.365418600569e-01   3.455745586050e-04   1.0363e+02   9.1383e+04
102.58095238095238    -9.338428280520e-01   5.139194191074e-04   1.0258e+02   9.0520e+04
105.22539682539683    -9.602274670380e-01   5.183298300348e-04   1.0523e+02   9.5232e+04
102.72142857142858    -9.063006905373e-01   3.322279604440e-04   1.0272e+02   9.3012e+04
103.19920634920635    -9.042688246515e-01   3.348416191771e-04   1.0320e+02   9.2214e+04
105.02142857142857    -9.261816197804e-01   3.784058788914e-04   1.0502e+02   9.4073e+04
106.09761904761905    -9.336285839337e-01   3.693404005880e-04   1.0610e+02   9.9272e+04
104.77698412698413    -9.268902810030e-01   3.193981272529e-04   1.0478e+02   9.8880e+04
105.11666666666666    -9.572367349987e-01   4.008076203750e-04   1.0512e+02   1.0055e+05
102.50555555555556    -9.043401654716e-01   3.403556429098e-04   1.0251e+02   8.6482e+04
104.25396825396825    -9.258219525034e-01   3.363974813826e-04   1.0425e+02   8.7742e+04
104.3484126984127    -9.204363101235e-01   3.555643427579e-04   1.0435e+02   9.6414e+04
102.07936507936508    -8.999203059582e-01   3.784371804651e-04   1.0208e+02   9.1019e+04
104.98730158730159    -9.075166812191e-01   4.368611190237e-04   1.0499e+02   9.9819e+04
103.9015873015873    -8.910986926505e-01   3.302795529205e-04   1.0390e+02   8.9978e+04
104.45555555555555    -9.255897054260e-01   3.721233137255e-04   1.0446e+02   9.6832e+04
102.41190476190476    -9.351604776596e-01   4.040557006487e-04   1.0241e+02   8.2020e+04
104.81825396825397    -9.382840292891e-01   3.768897223126e-04   1.0482e+02   9.8255e+04
103.22222222222223    -9.189259085776e-01   3.549203801750e-04   1.0322e+02   8.6605e+04
103.16825396825396    -9.275109816488e-01   4.305057812924e-04   1.0317e+02   9.0858e+04
103.82777777777778    -9.109493788737e-01   3.715328286395e-04   1.0383e+02   8.9587e+04
103.06666666666666    -8.975189492195e-01   2.937292330233e-04   1.0307e+02   8.6371e+04
104.81825396825397    -9.379464195073e-01   4.250250021927e-04   1.0482e+02   9.5221e+04
105.36666666666666    -9.228181905150e-01   3.131146582356e-04   1.0537e+02   1.0022e+05
104.88015873015873    -9.338176493798e-01   4.197695809043e-04   1.0488e+02   1.0539e+05
102.87539682539682    -8.994021006366e-01   3.914611155612e-04   1.0288e+02   8.8012e+04
          104.9    -9.422991913288e-01   3.727717656141e-04   1.0490e+02   1.0260e+05
104.37619047619047    -9.218670224405e-01   3.696608425960e-04   1.0438e+02   9.1350e+04
103.37698412698413    -9.317948843028e-01   4.377229484780e-04   1.0338e+02   9.5757e+04
102.95238095238095    -9.223363758953e-01   4.055013259288e-04   1.0295e+02   9.2429e+04
103.41984126984127    -9.287976489916e-01   4.147125164521e-04   1.0342e+02   9.3365e+04
104.28650793650793    -9.144403948340e-01   3.465308964084e-04   1.0429e+02   8.6678e+04
105.08333333333333    -9.313678414878e-01   3.542564956862e-04   1.0508e+02   9.1343e+04
102.96269841269842    -9.067623127900e-01   3.222888033138e-04   1.0296e+02   8.9359e+04
104.57539682539682    -9.488987402268e-01   4.305817734059e-04   1.0458e+02   9.2688e+04
103.08650793650794    -9.162016342897e-01   4.117053152546e-04   1.0309e+02   8.9593e+04
103.1373015873016    -8.926936943699e-01   4.290355487696e-04   1.0314e+02   8.5836e+04
102.96746031746032    -9.102419020070e-01   4.734002627350e-04   1.0297e+02   9.0697e+04
102.94920634920635    -9.112482981998e-01   2.865370995305e-04   1.0295e+02   8.9138e+04
103.0904761904762    -9.035555114918e-01   3.242580130429e-04   1.0309e+02   9.7272e+04
105.03015873015873    -9.005436051692e-01   3.745626077672e-04   1.0503e+02   8.7306e+04
103.0111111111111    -9.195231520990e-01   4.181457942902e-04   1.0301e+02   9.4043e+04
105.27222222222223    -9.124254322399e-01   5.183531922112e-04   1.0527e+02   9.1252e+04
102.60396825396825    -8.902482968237e-01   3.157476507292e-04   1.0260e+02   9.6184e+04
103.73174603174603    -9.359114247766e-01   5.089549259625e-04   1.0373e+02   8.7166e+04
103.10634920634921    -9.219112432756e-01   3.817858694340e-04   1.0311e+02   8.6363e+04
103.5515873015873    -9.400754886643e-01   3.798104717246e-04   1.0355e+02   8.9795e+04
102.09920634920636    -9.167842950315e-01   3.389857982668e-04   1.0210e+02   8.3253e+04
102.33253968253969    -9.182572539705e-01   4.119386222922e-04   1.0233e+02   8.4522e+04
105.4047619047619    -9.403238750268e-01   4.188307766435e-04   1.0540e+02   9.1549e+04
103.72142857142858    -9.050723920672e-01   4.971647724540e-04   1.0372e+02   8.9334e+04
104.87460317460318    -9.279985114180e-01   3.970789657911e-04   1.0487e+02   9.5276e+04
103.81904761904762    -9.367666760909e-01   5.169525676735e-04   1.0382e+02   9.8523e+04
