# 1. proc label     2. energy            3. bias correction   4. time
              0    -1.026911713475e+00   6.317547472794e-04   2.927499e+04
              1    -1.040535529672e+00   6.472819728957e-04   2.995904e+04
              2    -1.006466277001e+00   7.474465795969e-04   3.469148e+04
              3    -1.054260460241e+00   6.630327965099e-04   3.204447e+04
              4    -1.051627107542e+00   6.527980724401e-04   3.347698e+04
              5    -1.046505339903e+00   6.521910158061e-04   3.527986e+04
              6    -1.036547186098e+00   5.785633540810e-04   3.189742e+04
              7    -1.099031345923e+00   6.515193385273e-04   3.105824e+04
              8    -1.040776367357e+00   6.704439728885e-04   3.620830e+04
              9    -1.026667035982e+00   3.940356183161e-04   3.050068e+04
             10    -1.030532389976e+00   6.734686235452e-04   3.429096e+04
             11    -1.071008498081e+00   9.030294836327e-04   3.144299e+04
             12    -1.007514296803e+00   4.920593108303e-04   2.806476e+04
             13    -1.024819314998e+00   5.711779253431e-04   3.009940e+04
             14    -1.066306912828e+00   7.106788607083e-04   3.317902e+04
             15    -1.036190497179e+00   7.448117149324e-04   3.130953e+04
             16    -1.062947365254e+00   7.756235898716e-04   3.651237e+04
             17    -1.059320193140e+00   6.663136066703e-04   2.977191e+04
             18    -1.009545413793e+00   4.681945663143e-04   3.422989e+04
             19    -1.052031758549e+00   7.652128934149e-04   2.943893e+04
             20    -1.006303508513e+00   5.286056273826e-04   2.720055e+04
             21    -1.049977074389e+00   5.231174978563e-04   3.184754e+04
             22    -1.047156357003e+00   5.653297914499e-04   3.025024e+04
             23    -1.001840400665e+00   5.185278554423e-04   2.851862e+04
             24    -1.060515740507e+00   6.782126371054e-04   2.904403e+04
             25    -1.061056296070e+00   6.389240233324e-04   3.246983e+04
             26    -1.080998456403e+00   6.935313126760e-04   3.528466e+04
             27    -1.017737361573e+00   5.547444213146e-04   3.189884e+04
             28    -1.086885937804e+00   6.697303295801e-04   3.270377e+04
             29    -1.036634983999e+00   5.515447130572e-04   3.446811e+04
             30    -1.015092770817e+00   5.467956153570e-04   3.045809e+04
             31    -1.067672159276e+00   6.963507262679e-04   3.320748e+04
             32    -1.064646137771e+00   6.163185478949e-04   3.125204e+04
             33    -1.058676836975e+00   6.206811618831e-04   3.165022e+04
             34    -1.075862028894e+00   8.018530083612e-04   3.447041e+04
             35    -1.042289363003e+00   6.181172033234e-04   3.165685e+04
             36    -1.064084473433e+00   6.677812330514e-04   2.958758e+04
             37    -1.022829136122e+00   6.942807076700e-04   3.172242e+04
             38    -1.075756438281e+00   8.515033795741e-04   3.176183e+04
             39    -1.000260995986e+00   6.208767475414e-04   3.345141e+04
             40    -1.008037261293e+00   4.822630548326e-04   3.063132e+04
             41    -1.033325870935e+00   8.293562992737e-04   3.311384e+04
             42    -1.033511158301e+00   4.670135386055e-04   3.040115e+04
             43    -1.062850953873e+00   7.399690331104e-04   3.535536e+04
             44    -1.060067449284e+00   5.473655485192e-04   3.326462e+04
             45    -9.916688638956e-01   4.999644821184e-04   2.754824e+04
             46    -1.074263869556e+00   7.750506480691e-04   3.301504e+04
             47    -1.027522083557e+00   7.862026440808e-04   3.494258e+04
             48    -1.043570694503e+00   6.131690931324e-04   2.999537e+04
             49    -1.096246998219e+00   8.047471800975e-04   3.281366e+04
             50    -1.046648159966e+00   4.488433053451e-04   2.866806e+04
             51    -1.013832399057e+00   5.158971987413e-04   3.019520e+04
             52    -1.007683512779e+00   6.052426452176e-04   3.224220e+04
             53    -1.085543048371e+00   6.607269890605e-04   3.127436e+04
             54    -1.017572759983e+00   7.225180473439e-04   3.127099e+04
             55    -1.053392728695e+00   5.102554564937e-04   3.078405e+04
             56    -1.052210320392e+00   5.730252303911e-04   3.350127e+04
             57    -1.041710507719e+00   7.485262004319e-04   3.081676e+04
             58    -1.078494241877e+00   4.939776758927e-04   2.881718e+04
             59    -1.077412236653e+00   7.248291416139e-04   3.270983e+04
             60    -1.003580707402e+00   4.838189877363e-04   3.117813e+04
             61    -1.008373213108e+00   4.147804150578e-04   2.943687e+04
             62    -1.006552153169e+00   3.826971525552e-04   3.123981e+04
             63    -1.017847654415e+00   6.402329756844e-04   3.202150e+04
             64    -1.035237361007e+00   5.827803948937e-04   3.575998e+04
             65    -9.918087312764e-01   4.141490957180e-04   2.682026e+04
             66    -1.066139900665e+00   5.924816910831e-04   3.446258e+04
             67    -1.049929675018e+00   5.296907518640e-04   3.020297e+04
             68    -1.025836642074e+00   5.488626090487e-04   3.422867e+04
             69    -1.073861253806e+00   5.080695795102e-04   3.016425e+04
             70    -1.017686617959e+00   8.518012407895e-04   3.113335e+04
             71    -1.033722774815e+00   6.059564860429e-04   3.621435e+04
             72    -1.033777063875e+00   6.486193883863e-04   3.227560e+04
             73    -1.009414409286e+00   5.590700524537e-04   3.274207e+04
             74    -1.074596882534e+00   5.657484993158e-04   2.838811e+04
             75    -1.061626354388e+00   6.410535008534e-04   3.176503e+04
             76    -1.089615646849e+00   1.095627672354e-03   3.278113e+04
             77    -1.016746223062e+00   7.150672485528e-04   3.096139e+04
             78    -1.037672468417e+00   5.731102347141e-04   3.176215e+04
             79    -1.049678559515e+00   5.422531189403e-04   3.449465e+04
             80    -1.024743587558e+00   6.539562719831e-04   3.263216e+04
             81    -1.038846240566e+00   6.194604489702e-04   3.454484e+04
             82    -1.069923997930e+00   5.693341992752e-04   3.577313e+04
             83    -1.029361506014e+00   5.054582824089e-04   3.145149e+04
             84    -1.052433275711e+00   5.644732961457e-04   3.720953e+04
             85    -1.090518184267e+00   7.224787105968e-04   3.474421e+04
             86    -1.027456952285e+00   4.354997930838e-04   3.289542e+04
             87    -1.050437655681e+00   5.863043513827e-04   3.319968e+04
