# 1. proc label     2. energy            3. bias correction   4. time
              0    -9.114223640623e-01   4.313230923989e-04   3.020469e+04
              1    -9.413221292211e-01   3.179032723976e-04   3.306171e+04
              2    -9.735718598792e-01   3.455267435500e-04   3.132569e+04
              3    -9.024382420838e-01   2.188306395576e-04   2.898076e+04
              4    -9.312565386076e-01   3.254926300558e-04   2.982011e+04
              5    -9.190809144387e-01   3.793608042206e-04   3.005403e+04
              6    -9.074911324740e-01   3.563001300064e-04   2.923266e+04
              7    -9.159069158079e-01   4.225076773121e-04   3.224740e+04
              8    -9.143009170352e-01   2.954993200236e-04   3.181844e+04
              9    -9.171944305662e-01   4.126858258388e-04   3.412541e+04
             10    -9.404691049510e-01   4.236621505890e-04   3.754781e+04
             11    -9.313837455698e-01   4.018166172080e-04   3.217674e+04
             12    -9.105025223184e-01   4.156243783436e-04   3.184256e+04
             13    -8.986354976848e-01   3.828122721597e-04   2.783565e+04
             14    -9.341561387647e-01   4.452691353463e-04   3.130627e+04
             15    -9.211896989147e-01   5.448030952040e-04   3.185538e+04
             16    -9.312943591321e-01   3.686163919417e-04   3.226683e+04
             17    -9.335813644838e-01   3.253043442571e-04   3.185926e+04
             18    -9.195038121872e-01   7.462432823323e-04   3.526302e+04
             19    -9.401847335568e-01   4.405558892743e-04   3.093960e+04
             20    -8.846294896640e-01   3.195074375345e-04   2.736857e+04
             21    -9.185862726400e-01   2.861191679007e-04   2.889653e+04
             22    -9.215217195130e-01   3.517798635538e-04   2.971901e+04
             23    -9.388137395850e-01   3.413648015519e-04   3.014746e+04
             24    -9.509083084140e-01   4.027759556507e-04   2.745905e+04
             25    -9.077497445848e-01   1.132046079342e-03   3.104267e+04
             26    -9.127821124050e-01   2.774088248836e-04   2.788216e+04
             27    -9.436742858618e-01   4.695148645774e-04   3.242570e+04
             28    -9.378528383609e-01   5.478965350906e-04   3.338659e+04
             29    -9.205397877202e-01   3.422360537940e-04   3.220857e+04
             30    -9.046515272959e-01   3.455593028916e-04   3.125231e+04
             31    -9.255506917229e-01   3.876161273301e-04   3.254618e+04
             32    -9.130128912019e-01   4.695979130894e-04   3.114685e+04
             33    -9.236328741105e-01   3.338641484101e-04   2.863890e+04
             34    -9.184204220095e-01   2.996016209345e-04   2.944338e+04
             35    -9.131633988898e-01   2.880509098514e-04   2.938273e+04
             36    -9.106622841314e-01   2.728806318983e-04   2.835704e+04
             37    -9.211747345772e-01   2.721188573277e-04   2.924121e+04
             38    -9.342742370514e-01   4.336354146735e-04   3.387193e+04
             39    -9.362492020091e-01   4.615328532733e-04   3.354445e+04
             40    -9.187012070375e-01   5.230764094524e-04   3.245970e+04
             41    -9.109114623855e-01   3.498556286425e-04   2.385489e+04
             42    -9.444878193579e-01   2.413297463227e-04   3.012591e+04
             43    -9.132424485906e-01   3.282881198120e-04   2.969955e+04
             44    -9.399046021401e-01   4.724261521073e-04   3.056444e+04
             45    -9.434650756523e-01   3.355380475403e-04   3.013390e+04
             46    -9.188518608872e-01   4.727458442169e-04   3.140296e+04
             47    -9.441884499407e-01   3.217477601702e-04   2.926688e+04
             48    -8.998271667039e-01   3.057306453836e-04   3.071903e+04
             49    -9.320972552367e-01   2.967653410658e-04   3.113766e+04
             50    -9.307481507458e-01   2.835728687721e-04   2.990793e+04
             51    -9.226390220637e-01   4.241094843263e-04   3.527010e+04
             52    -9.752908129967e-01   2.987496992702e-04   3.056532e+04
             53    -8.950518714248e-01   3.188599101558e-04   2.983584e+04
             54    -9.162804384785e-01   4.270600317920e-04   3.395523e+04
             55    -9.690307839355e-01   3.407059724733e-04   3.143329e+04
             56    -9.284684073380e-01   3.681113235815e-04   3.074795e+04
             57    -9.542146964659e-01   5.137551328899e-04   3.182508e+04
             58    -9.343716013468e-01   4.023768933531e-04   2.844484e+04
             59    -9.116640459459e-01   4.007711434529e-04   2.901246e+04
